id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
83095,CHATEAU LAFITTE 1848 QUARTS,1,1,1/1/1864,1/1/1864,4.5,4.5
83096,BASSE RAYEE AUX FINES HERBES,1,1,1/1/1906,1/1/1906,0.8,0.8
83097,CHATEAU MARGAUX 1848 QUARTS,1,1,1/1/1864,1/1/1864,4.5,4.5
83098,CHATEAU MARGAUX 1851 QUARTS,1,1,1/1/1864,1/1/1864,4,4
83099,CARRE DE PORC BOULANGERE,3,3,1/1/1906,1/1/1906,0.45,0.8
83100,SIRLOIN STEAK EN CASSEROLE,3,3,1/1/1900,1/1/1900,0.75,0.8
83101,CHATEAU MARGAUX PINTS,1,1,1/1/1864,1/1/1864,1.5,1.5
83102,BAKED CHICKEN HALIBUT PORT WINE SAUCE POTATOES PARISIENNE,1,1,1/1/1900,1/1/1900,0.3,0.4
83103,POULET SAUTE BELLE MEUNIERE,2,2,1/1/1906,1/1/1906,2.5,2.5
83104,CHATEAU MARGAUX QUARTS,1,1,1/1/1864,1/1/1864,2,2
83105,SMALL SIRLOIN STEAK ONIONS,1,1,1/1/1900,1/1/1900,1,1
83106,MEDAILLONS DE VEAU JUSSIEN,2,2,1/1/1906,1/1/1906,0.7,1.25
83107,RUDESHEIMER ENGELWEG DEINHARDT CO,1,1,1/1/1900,1/1/1900,0.3,0.5
83108,EPIGRAMMES DAGNEAU VERTPRE,1,1,1/1/1906,1/1/1906,0.45,0.8
83109,ST JULIEN QUART,1,1,1/1/1864,1/1/1864,1.5,1.5
83110,PANIERS ET CORBEILLES EN SUCRE,1,1,1/1/1864,1/1/1864,0.75,0.75
83111,ROGNONS CENTGARDE,1,1,1/1/1906,1/1/1906,0.6,0.6
83114,ERNEST IRROY COS GOLDEN STAR PINTS,1,1,1/1/1864,1/1/1864,1,1
83115,E LAIBLIN COS NECKAR WHITE SEAL PTS,1,1,1/1/1864,1/1/1864,1,1
83119,BROILED TENDERLOIN STEAK,11,11,1/1/1900,1/1/1920,0.14,1.5
83120,SPECIALTYPOUSSE CAFE AU CHAT NOIR,1,1,1/1/1864,1/1/1864,1.75,1.75
83121,SILLERY SUPERIOR CHS FARRE,1,1,1/1/1864,1/1/1864,3.5,3.5
83122,SIRLOIN STEAK SAUCE BORDELAISE,2,2,1/1/1900,1/1/1900,0.8,0.9
83124,VIN IMPERIAL CHS FARRE PINTS,1,1,1/1/1864,1/1/1864,2,2
83125,TENDERLOIN STEAK EN CASSEROLE,2,2,1/1/1900,1/1/1900,0.8,0.9
83126,VIN IMPERIAL CHS FARRE,1,1,1/1/1864,1/1/1864,4,4
83127,STALKERS AMONTILLADO,1,1,1/1/1900,1/1/1900,1.25,1.25
83128,TOURNEDOS MARTIN,1,1,1/1/1900,1/1/1900,0.6,0.6
83129,TOURNEDOS CABARET,1,1,1/1/1900,1/1/1900,0.5,0.5
83130,FINE CHAMPAGNE FROM THE EMINENT HOUSE OF E BETHMAN CO BORDEAUX,1,1,1/1/1900,1/1/1900,0.7,0.7
83131,CHATEAUBRIAND DOUBLE TENDERLOIN,1,1,1/1/1900,1/1/1900,1.5,1.5
83132,1 MUTTON CHOP,3,3,1/1/1900,1/1/1900,0.25,0.25
83133,BROILED BLUEFISH MAITRE DHOTEL POTATOES PARISIENNE,1,1,1/1/1907,1/1/1907,0.15,0.25
83135,A CUP OF CHICKEN BROTH,1,1,1/1/1900,1/1/1900,0.2,0.2
83136,VIN DE CABINET CHS FARRE PINTS,1,1,1/1/1864,1/1/1864,2,2
83137,ROOM SERVICE PER PERSON EXTRA,1,1,1/1/1907,1/1/1907,0.25,0.25
83138,VIN DE CABINET CHS FARRE,1,1,1/1/1864,1/1/1864,4,4
83139,VEUVE CLIQUOT PONSARDIN PINTS,1,1,1/1/1864,1/1/1864,2,2
83140,VEUVE CLIQUOT PONSARDIN PINTS,2,2,1/1/1864,1/1/1880,3.5,4
83142,CARTE BLANCHE ST MARCEAUX CO,1,1,1/1/1864,1/1/1864,3,3
83143,FILET DE BOEUF A LA BERNARDI,1,1,1/1/1900,1/1/1900,0.35,0.35
83144,RED LAC DE ST MARCEAUX CO,1,1,1/1/1864,1/1/1864,3,3
83146,HEIDSIECK H PIPER CO,1,1,1/1/1864,1/1/1864,3,3
83147,POT OOLONG ENGLISH BREAKFAST GREEN MIXED OR CEYLON TEA WITH CREAM,1,1,1/1/1900,1/1/1900,0.2,0.2
83148,MUTTON KIDNEYS SAUTE WITH MUSHROOMS,3,3,1/1/1900,1/1/1900,0.45,0.45
83149,GRAND VIN IMPERIAL EUGENE CLICQUOT,1,1,1/1/1864,1/1/1864,4,4
83150,12 CHICKEN BROILED,3,3,1/1/1900,1/1/1900,0.6,0.65
83151,GRAND VIN IMPERIAL EUGENE CLICQUOT PINTS,1,1,1/1/1864,1/1/1864,4,4
83152,HEIDSIECK CO PINTS,1,1,1/1/1864,1/1/1864,1.75,1.75
83153,PILSNER IMPORTED,14,14,1/1/1907,1/1/1939,0.25,0.45
83154,CHICKEN CUTLET CREAM SAUCE,1,1,1/1/1900,1/1/1900,2,2
83155,G H MUMM COS VERZENAY DRY PINTS,1,1,1/1/1864,1/1/1864,1.75,1.75
83156,GH MUMM AND COS DRY VERZENAY,1,1,1/1/1864,1/1/1864,3,3
83157,G H MUMM COS CABINET PINTS,1,1,1/1/1864,1/1/1864,2,2
83158,G H MUMM COS CABINET,1,1,1/1/1864,1/1/1864,3.5,3.5
83159,G H MUMM COS VERZENAY PINTS,1,1,1/1/1864,1/1/1864,1.75,1.75
83160,G H MUMM COS VERZENAY,1,1,1/1/1864,1/1/1864,3,3
83161,FRENCH FLUTE,1,1,1/1/1900,1/1/1900,0.05,0.05
83162,POITRINE DE CHAPON A LA MONTGELAS,1,1,1/1/1864,1/1/1864,2,2
83163,FRIED CORNMEAL,1,1,1/1/1900,1/1/1900,0.15,0.15
83164,NEW GREEN PEAS,2,2,1/1/1907,1/1/1907,0.3,0.3
83165,REED BIRDS BROCHETTE,1,1,1/1/1900,1/1/1900,0.8,0.8
83166,POITRINE DE CHAPON A LA MONTGELAS,1,1,1/1/1864,1/1/1864,3.5,3.5
83167,CHARLES HEIDSIECK PINTS,1,1,1/1/1864,1/1/1864,1.75,1.75
83168,CHARLES HEIDSIECK,11,11,1/1/1859,1/1/2012,1.25,25
83169,BOUCHE FILS CO HALF PINTS,1,1,1/1/1864,1/1/1864,1.75,1.75
83170,BOUCHE FILS COS CABINET,1,1,1/1/1864,1/1/1864,3,3
83171,2 SHREDDED WHEAT BISCUITS,1,1,1/1/1900,1/1/1900,0.1,0.1
83172,CRUSHED STRAWBERRY ICE CREAM,1,1,1/1/1907,1/1/1907,0.2,0.2
83173,PETIT FOURS GLACE,2,2,1/1/1907,1/1/1907,0.25,0.25
83175,12 CHICKEN,2,2,1/1/1900,1/1/2005,0.25,13.5
83176,BOARS HEAD A LA GELEE,1,1,1/1/1900,1/1/1900,0.45,0.45
83177,OMELETTE LYONNAISE,1,1,1/1/1900,1/1/1900,0.35,0.35
83181,CLAMS ROASTED,1,1,1/1/1900,1/1/1900,0.6,0.6
83185,STUFFED TOMATOES AU GRATIN,1,1,1/1/1900,1/1/1900,1.5,1.5
83186,FILET MIGNON MARSELLAISE,1,1,1/1/1900,1/1/1900,1,1
83187,PATE OF CHICKEN TRUFFLED,1,1,1/1/1900,1/1/1900,0.6,0.6
83188,JOHN DE KUYPER SONS GIN,1,1,1/1/1900,1/1/1900,0.2,0.2
83189,MARTINIQUE RUM,2,2,1/1/1900,1/1/1940,0.15,0.15
83190,H KOEHLER COS FIDELIO,1,1,1/1/1900,1/1/1900,0.15,0.15
83191,PIEL BROS,5,5,1/1/1900,1/1/1913,0.15,0.2
83192,OTTO HUBER,2,2,1/1/1900,1/1/1917,0.1,0.15
83193,PABST MILWAUKEE,1,1,1/1/1900,1/1/1900,0.2,0.2
83194,WURSBURGER,1,1,1/1/1900,1/1/1900,0.25,0.25
83195,GIBLET SAUCE,1,1,1/1/1900,1/1/1900,0.4,0.4
83196,LOWENBRAU MUNCHEN DARK,1,1,1/1/1900,1/1/1900,0.25,0.25
83197,LOWENBRAU MUNCHEN PALE,1,1,1/1/1900,1/1/1900,0.25,0.25
83199,CLUB SODA IMPORTED,2,2,1/1/1900,1/1/1927,0.25,0.35
83200,CLUB SODA DOMESTIC,3,3,1/1/1900,1/1/1948,0.15,15
83201,LIQUEURS FRAPPEES,1,1,1/1/1900,1/1/1900,0.25,0.25
83202,FIGUES A LEAUDEVIE,1,1,1/1/1900,1/1/1900,0.3,0.3
83203,BRICQUEBEC,1,1,1/1/1900,1/1/1900,0.2,0.2
83204,PARMEZAN,1,1,1/1/1900,1/1/1900,0.2,0.2
83205,SHERRY BRANDY P F HEERING,1,1,1/1/1900,1/1/1900,0.25,0.25
83206,GROG AMERICAIN,1,1,1/1/1900,1/1/1900,0.2,0.2
83207,CREME DE MENTHE VERTE BLANCHE,1,1,1/1/1900,1/1/1900,0.2,0.2
83208,OMELETTE CONFITURES,2,2,1/1/1900,1/1/1900,0.4,0.4
83209,CREME DE VANILLE OU ROSE CUSENIER,1,1,1/1/1900,1/1/1900,0.2,0.2
83210,CREME DE NOYAU CUSENIER,1,1,1/1/1900,1/1/1900,0.2,0.2
83211,CREME DE MOKA CUSENIER,1,1,1/1/1900,1/1/1900,0.2,0.2
83212,COEURS DE ROMAINE,2,2,1/1/1900,1/1/1939,0.2,0.45
83213,CREAM OF TERRAPIN SOUP,1,1,1/1/1900,1/1/1900,0.2,0.2
83214,MAZARINE XX CUSENIER,1,1,1/1/1900,1/1/1900,0.2,0.2
83215,CREME DE THE,2,2,1/1/1900,1/1/1906,0.2,0.2
83216,CHARTREUSE JAUNE OU VERTE,1,1,1/1/1900,1/1/1900,0.25,0.25
83217,CURACAO BLANC ROUGE VERT,1,1,1/1/1900,1/1/1900,0.2,0.2
83218,PRUNELLE AU COGNAC,3,3,1/1/1900,1/1/1900,0.2,0.2
83219,SCALLOPS CREAM BROIL,1,1,1/1/1900,1/1/1900,0.2,0.2
83220,EAUDEVIE DE CIDRE,1,1,1/1/1900,1/1/1900,0.2,0.2
83221,SVE NORMANDE,1,1,1/1/1900,1/1/1900,0.2,0.2
83223,ANISETTE FRAPPE,1,1,1/1/1900,1/1/1900,0.4,0.4
83224,ABSINTHE GOMMEE OU ANISEE,1,1,1/1/1900,1/1/1900,0.2,0.2
83225,CALISAYA LA RILLA,1,1,1/1/1900,1/1/1900,0.2,0.2
83226,ELIXIR MARIANI,1,1,1/1/1900,1/1/1900,0.2,0.2
83227,BYRRH AU MALAGA,2,2,1/1/1900,1/1/1916,0.2,0.2
83228,DEWEY PUNCH,2,2,1/1/1899,1/1/1900,0.3,0.3
83229,DRY MARTINO COCKTAIL,1,1,1/1/1900,1/1/1900,0.2,0.2
83231,COFFEE WITH BREAD AND BUTTER,2,2,1/1/1900,1/1/1900,0.25,0.25
83232,OEILDEPERDRIX,1,1,1/1/1900,1/1/1900,2,3.5
83233,CHOCOLATE WITH BREAD AND BUTTER,2,2,1/1/1900,1/1/1900,0.25,0.3
83234,RED CAP,1,1,1/1/1900,1/1/1900,2,3.5
83235,POTATOES SPECIAL BAKED,6,6,1/1/1907,1/1/1945,0.2,0.5
83236,COOKS IMPERIAL,3,3,1/1/1900,1/1/1943,1.25,7.5
83237,GEORGES GOULET,1,1,1/1/1900,1/1/1900,2,3.5
83238,BOUCHE BRUT,1,1,1/1/1900,1/1/1900,2,3.75
83239,WITH BREAD AND BUTTER,2,2,1/1/1900,1/1/1900,0.25,0.25
83240,PERRIERJOUET SP DRY,1,1,1/1/1900,1/1/1900,1,3.75
83242,LOUIS ROEDERER C BL,1,1,1/1/1900,1/1/1900,2,3.75
83243,MONOPOLE CLUB DRY,1,1,1/1/1900,1/1/1900,2,3.75
83244,MOET ET CHANDON W S,1,1,1/1/1900,1/1/1900,2,3.75
83245,MOET CHANDON IMP BRUT,1,1,1/1/1900,1/1/1900,2,4
83246,N CHAPUIS EX DRY,1,1,1/1/1900,1/1/1900,1.8,3.5
83257,GINGER ALE CANTRELL COCHRANES,2,2,1/1/1900,1/1/1900,0.3,0.35
83258,PICKLED LAMBS TONGUES,3,3,1/1/1894,1/1/1901,25,25
83259,EGGS POACHED ON ANCHOVY TOAST,2,2,1/1/1900,1/1/1900,0.35,0.4
83260,SPRING LAMB AND LETTUCE,1,1,1/1/1900,1/1/1900,0.35,0.35
83261,LOBSTER HALF COLD,1,1,1/1/1900,1/1/1900,0.3,0.3
83262,LOBSTER BROILED LIVE,1,1,1/1/1900,1/1/1900,0.65,0.65
83263,AMERICAN ALE,2,2,1/1/1900,1/1/1900,0.75,0.75
83264,CRAB MEAT NEWBURG,6,6,1/1/1900,1/1/1969,0.75,4.25
83270,SIRLOIN STEAK SAUCE BORDELAISE,1,1,1/1/1900,1/1/1900,0.7,0.7
83271,SIRLOIN STEAK BERCY,2,2,1/1/1900,1/1/1900,0.75,0.75
83272,LITTLE NECK SHELL ROAST,2,2,1/1/1900,1/1/1900,1,1
83273,TOURNEDOS FOR EACH PERSON,2,2,1/1/1900,1/1/1900,0.4,0.4
83274,TOURNEDOS CHAT NOIR EACH PERSON,1,1,1/1/1900,1/1/1900,0.6,0.6
83280,SARDINES BROILED ON TOAST,1,1,1/1/1900,1/1/1900,0.8,0.8
83281,ENTRECOT A LA BORDELAISE DOUBLE,1,1,1/1/1900,1/1/1900,0.8,0.8
83283,TENDERLOIN A LA CASSEROLE,1,1,1/1/1900,1/1/1900,0.8,0.8
83286,TENDERLOIN A LA CHAT NOIR,1,1,1/1/1900,1/1/1900,1,1
83290,CHATEAUBRIAND DOUBLE TENDERLOIN,2,2,1/1/1900,1/1/1900,1.75,1.75
83292,RED SNAPPER CREOLE,2,2,1/1/1895,1/1/1907,0.5,0.5
83293,HALIBUT SAUCE HOLLANDAISE,1,1,1/1/1907,1/1/1907,0.5,0.5
83294,KIDNEYS A LELDORADO,2,2,1/1/1900,1/1/1900,0.35,0.4
83295,WHITEFISH BROILED,3,3,1/1/1894,1/1/1907,0.25,0.45
83297,WHITEFISH PLANKED,2,2,1/1/1894,1/1/1907,0.5,0.75
83298,BLACK BASS BROILED OR FRIED,1,1,1/1/1907,1/1/1907,0.5,0.5
83300,CRAPPIE,1,1,1/1/1907,1/1/1907,0.45,0.45
83301,CHICKEN SAUTE A LA CHAT NOIR,2,2,1/1/1900,1/1/1900,2,2
83302,WHITE FISH BOILED EGG SAUCE,1,1,1/1/1907,1/1/1907,0.4,0.4
83308,BROILED POMPANO,1,1,1/1/1907,1/1/1907,0.6,0.6
83310,POMPANO A LA MORNAY,2,2,1/1/1896,1/1/1907,0.75,0.75
83318,LOBSTER STUFFED HALF,1,1,1/1/1907,1/1/1907,0.75,0.8
83321,WHOLE STUFFED LOBSTER,1,1,1/1/1907,1/1/1907,1.25,1.5
83325,DEVILED STUFFED CRABS EACH,1,1,1/1/1907,1/1/1907,0.3,0.3
83328,CHATEAU LATOUR 1874,3,3,1/1/1890,1/1/1917,3.25,6
83329,LIVE LOBSTER BROILED WITH CHILI SAUCE,1,1,1/1/1907,1/1/1907,0.5,0.5
83332,SEA FOOD COMBINATION SHANLEY,1,1,1/1/1905,1/1/1905,0.9,0.9
83334,ONIONS FRIED OR BOILED,1,1,1/1/1907,1/1/1907,0.15,0.15
83337,ANCHOVIES ON TOAST,1,1,1/1/1907,1/1/1907,0.3,0.3
83339,PEAS PARISIEN STYLE,1,1,1/1/1905,1/1/1905,2,2
83340,FRICASSEE OF CRAB MEAT,2,2,1/1/1905,1/1/1918,0.5,0.75
83343,LITTLE NECK CLAM COCKTAIL,1,1,1/1/1905,1/1/1905,0.25,0.25
83345,LITTLE NECK CLAM COCKTAIL IN GREEN PEPPER,1,1,1/1/1905,1/1/1905,0.35,0.35
83346,LITTLE NECK CLAMS,1,1,1/1/1905,1/1/1905,0.4,0.4
83347,LITTLE NECK CLAMS ROAST IN SHELL,1,1,1/1/1905,1/1/1905,0.5,0.5
83349,PAN ROAST OF SOFT CLAMS,1,1,1/1/1905,1/1/1905,0.4,0.4
83350,SOFT CLAM BAKE SHANLEY,4,4,1/1/1900,1/1/1905,0.5,0.6
83351,SOFT CLAMS A LA FAUBONNE,3,3,1/1/1900,1/1/1905,0.6,0.75
83353,SOFT CLAMS CASINO,5,6,1/1/1900,1/1/1917,0.5,0.75
83354,ESCALOPED SOFT CLAMS,1,1,1/1/1905,1/1/1905,0.5,0.5
83355,BUCKWHEAT WHEAT OR RICE CAKES,1,1,1/1/1900,1/1/1900,0.15,0.15
83356,SOFT CLAMS A LA POULETTE,1,1,1/1/1905,1/1/1905,0.6,0.6
83357,SOFT CLAMS A LA FLABINO,1,1,1/1/1905,1/1/1905,0.6,0.6
83358,EGGS ROSE,2,2,1/1/1907,1/1/1912,0.3,0.5
83359,LEG OF MUTTON WITH RED BEANS,2,2,1/1/1907,1/1/1912,0.5,0.9
83360,PIGS JOWLS WITH SPINACH,1,1,1/1/1907,1/1/1907,0.65,0.65
83361,FILET OF POMPANO AU GRATIN A LA TRIANON,1,1,1/1/1907,1/1/1907,0.85,0.85
83362,PIGEON CHIPOLATA,1,1,1/1/1907,1/1/1907,1,1
83363,RISSOLETTES POMPADOUR,1,1,1/1/1907,1/1/1907,0.65,0.65
83364,LAMB CHOPS CHAMPVALLON,3,3,1/1/1905,1/1/1907,0.75,75
83365,BROCHETTE OF CHICKEN LIVERS COLBERT,4,4,1/1/1900,1/1/1959,0.3,0.7
83366,BROILED PARTRIDGE HALF,2,2,1/1/1900,1/1/1906,0.75,1
83368,AND EGG,2,2,1/1/1900,1/1/1900,0.3,0.3
83374,BOILED EGG 2,1,1,1/1/1900,1/1/1900,0.2,0.2
83379,EGGS PORTUGAISE,1,1,1/1/1907,1/1/1907,0.3,0.3
83381,RED CABBAGE MONTARGIS,4,4,1/1/1907,1/1/1917,0.25,0.4
83384,SAUTERNES PINT,2,2,1/1/1907,1/1/1965,0.4,0.4
83397,IVORY QUEEN WATERMELON,1,1,1/1/1907,1/1/1907,0.5,0.5
83399,SICKEL PEARS,132,209,1/1/1905,1/1/1917,0.25,35
83400,HOOD RIVER APPLES,1,1,1/1/1907,1/1/1907,0.3,0.3
83403,WHEATENA PUDDING,6,6,1/1/1907,1/1/1917,0.25,0.4
83404,PEACH TURNOVERS,2,2,1/1/1907,1/1/1912,0.15,0.25
83406,WHISKIES AMERICAN RYE PARK TILFORDS Y P M,1,1,1/1/1900,1/1/1900,1.5,1.5
83407,BAKED BLUEFISH PORTUGAISE,3,3,1/1/1892,1/1/1918,0.5,0.6
83408,FRIED EELS TOMATO SAUCE,2,2,1/1/1900,1/1/1914,0.4,0.7
83410,IMPORTED KNOB CELERY SALAD,1,1,1/1/1900,1/1/1900,2.5,2.5
83416,ROAST TENDERLOIN OF BEEF MUSHROOMS,1,1,1/1/1905,1/1/1905,0.5,0.9
83417,TENDERLOIN STEAK PLAIN,7,7,1/1/1905,1/1/1940,1.25,2.25
83420,TENDERLOIN STEAK PLAIN EXTRA,1,1,1/1/1905,1/1/1905,2,2
83424,EXTRA HOME GREEN TURTLE,1,1,1/1/1905,1/1/1905,0.5,0.5
83425,SHRIMPS A LA CREOLE,1,1,1/1/1905,1/1/1905,0.65,0.65
83427,SPANISH MACKEREL POTENTE,1,1,1/1/1905,1/1/1905,0.4,0.65
83428,CODFISH STEWED IN CREAM WITH GREEN PEPPERS,1,1,1/1/1905,1/1/1905,0.5,0.5
83429,HALIBUT OR CODFISH,1,1,1/1/1905,1/1/1905,0.4,0.65
83430,FINNAN HADDIE OR STRIPED BASS,1,1,1/1/1905,1/1/1905,0.5,0.5
83431,PLANKED GREEN BLUEFISH,2,2,1/1/1905,1/1/1915,0.5,1.75
83432,CRAB MEAT FRICASSEED,1,1,1/1/1905,1/1/1905,0.75,0.75
83433,HARD CRABS SPLIT,2,2,1/1/1900,1/1/1905,0.3,0.3
83434,LOBSTER BROILED LARGE,1,1,1/1/1905,1/1/1905,1.1,1.1
83435,EXTRA LARGE BROILED LOBSTER,1,1,1/1/1905,1/1/1905,1.5,1.5
83437,LOBSTER A LA SHANLEY,1,1,1/1/1905,1/1/1905,0.75,0.75
83443,BERMMUDA ONIONS,1,1,1/1/1907,1/1/1907,0.25,0.25
83444,ICE CREAM MERINGUE,1,1,1/1/1907,1/1/1907,0.25,0.25
83445,FROZEN EGGNOG,1,1,1/1/1907,1/1/1907,0.25,0.25
83446,PEACHES CREAM,12,12,1/1/1901,1/1/1938,0.15,0.25
83447,COFFEE PER POT DOUBLE,1,1,1/1/1907,1/1/1907,0.25,0.25
83448,TEA PER POT DOUBLE,1,1,1/1/1907,1/1/1907,0.25,0.25
83449,CHOCOLATE PER POT,2,2,1/1/1907,1/1/1914,0.2,0.25
83450,OYSTERS STEW BOSTON,7,7,1/1/1900,1/1/1917,0.25,0.4
83451,ROAST SHELL OYSTERS,11,11,1/1/1900,1/1/1914,0.35,0.5
83459,APPLE 1,19,19,1/1/1907,1/1/1949,0.1,0.2
83460,BANANAS 1,1,1,1/1/1907,1/1/1907,0.1,0.1
83463,CREAM 10 CENTS EXTRA,2,2,1/1/1907,1/1/1907,0.1,0.1
83465,LALA ROOKH,3,3,1/1/1899,1/1/1969,1,1
83468,IMPORTED PLOVER,1,1,1/1/1907,1/1/1907,0.35,0.35
83470,MARINIRTER HERRING,3,3,1/1/1900,1/1/1907,0.3,0.5
83478,COFFE CUP LARGE WITH CREAM,1,1,1/1/1900,1/1/1900,0.1,0.1
83486,SENFGURKEN,5,5,1/1/1900,1/1/1900,0.05,0.05
83487,KOSSUTH CAKE,2,2,1/1/1899,1/1/1914,0.15,0.15
83497,RICE PLAIN,11,11,1/1/1866,1/1/1939,0.05,0.1
83513,COLD SALMON SMOKED,11,12,1/1/1854,1/1/1965,0.1,0.3
83516,TENDERLOIN OF BEEF,4,4,1/1/1900,1/1/1937,0.25,1.9
83523,CLEAR SEA TURTLE,1,1,1/1/1900,1/1/1900,0.3,0.3
83524,TURKEY WINGS CURRY WITH RICE,1,1,1/1/1900,1/1/1900,0.35,0.35
83527,SHOULDER OF LAMB BRAISEE A LA JARDINIERE,1,1,1/1/1900,1/1/1900,0.35,0.35
83528,COMBINATION COUNTRY SAUSAGES POACHED EGG AND CHICKEN LIVER,1,1,1/1/1900,1/1/1900,0.4,0.4
83529,CONSOMME TURBIGO,2,2,1/1/1897,1/1/1899,0.35,0.35
83540,BANANA FRITTERS AU KIRSCH,3,3,1/1/1889,1/1/1900,0.25,0.25
83552,SWEETBREADS BRAISE RICHELIEU,2,2,1/1/1900,1/1/1905,1.25,1.25
83553,PRESS CLUB CHEESE COMBINATION,1,1,1/1/1900,1/1/1900,1,1
83554,FILET MIGNON A LA RUSSE,1,1,1/1/1900,1/1/1900,1.3,1.3
83556,POULTRYPATTIES,1,1,1/1/1900,1/1/1900,0.6,0.6
83558,CLAREMONT CLUB,1,1,1/1/1900,1/1/1900,0.25,0.25
83560,CHICKENBROTH,26,28,1/1/1900,1/1/1961,0.1,0.3
83563,LIVE BROILED CHICKEN LOBSTER,1,1,1/1/1901,1/1/1901,0.6,0.6
83564,LITTLE PIGS IN CLOVER,1,1,1/1/1901,1/1/1901,0.5,0.5
83565,CELERY BROIL A LA DRAKE,1,1,1/1/1901,1/1/1901,0.5,0.5
83567,HARICOTS VERTS SAUTE,1,1,1/1/1906,1/1/1906,0.75,0.75
83568,COQUILLES BRESANNES GRATINEES,1,1,1/1/1906,1/1/1906,0.6,1
83569,CANADIAN FROGS LEGS FRIED SAUCE FIGARO,2,2,1/1/1906,1/1/1906,1.25,1.25
83570,CROUSTADES CANCALLAISE,1,1,1/1/1906,1/1/1906,0.4,0.75
83571,CRABES DHUITRES MARYLAND,1,1,1/1/1906,1/1/1906,1.5,1.5
83573,POMMES LAURETTE,1,1,1/1/1906,1/1/1906,2.5,2.5
83574,TOURNEDOS CHASSEUR,1,1,1/1/1906,1/1/1906,1.75,1.75
83575,MEDAILLONS DE FOIEGRAS A LA PUREE DE MARRONS,1,1,1/1/1906,1/1/1906,2,2
83576,ROGNONS CENTGARDE,1,1,1/1/1906,1/1/1906,0.6,0.6
83578,LOUISE,2,3,1/1/1906,1/1/1913,0.4,0.75
83579,CONSOMME A LA MONTMORENCY,1,1,1/1/1906,1/1/1906,0.3,0.5
83581,OMELET AU KIRSCH,1,1,1/1/1906,1/1/1906,0.25,0.25
83583,BISCUIT GLACE MILANAIS,1,1,1/1/1906,1/1/1906,0.35,0.35
83584,PARFAIT MANDARINE,1,1,1/1/1906,1/1/1906,0.35,0.35
83585,COUPE MEXICAINE,14,14,1/1/1905,1/1/1957,0.4,0.6
83586,SORBET DES ST PERES,1,1,1/1/1906,1/1/1906,0.4,0.4
83587,SORBET TORTONI,1,1,1/1/1906,1/1/1906,0.4,0.4
83590,MALOSSAL CAVIAR,1,1,1/1/1906,1/1/1906,1.5,1.5
83591,CANAPE GENOESE,1,1,1/1/1906,1/1/1906,0.5,0.5
83596,HEIDSIECK H PIPER CO,3,3,1/1/1881,1/1/1885,1.5,3
83598,L DUVAU AINE,1,1,1/1/1882,1/1/1882,1.25,2.5
83602,SCHLOSS JOHANNESBERGER,2,2,1/1/1882,1/1/1882,4,4
83603,OLD MADEIRA OPJ,1,1,1/1/1882,1/1/1882,4,4
83605,OLD SOUTH SIDE BUNKER,2,2,1/1/1882,1/1/1882,5,5
83610,FROGS LEGS FRICASSEE,2,2,1/1/1906,1/1/1906,1.25,1.25
83611,BAKED SHELLS BRESSANNES,1,1,1/1/1906,1/1/1906,0.6,1
83613,OYSTERCRABS MARYLAND,1,1,1/1/1906,1/1/1906,1.5,1.5
83614,OLD SOUTH SIDE 1840,2,2,1/1/1882,1/1/1882,4.5,4.5
83615,OYSTERS VICTORIA,1,1,1/1/1906,1/1/1906,0.75,0.75
83617,SANDEMANS PORT,1,1,1/1/1882,1/1/1882,4,4
83618,FLOIRAC CLARET B G,1,1,1/1/1882,1/1/1882,0.5,1
83620,SCALLOPS WINDOR,3,3,1/1/1905,1/1/1906,0.5,1.5
83621,PONTET CANET CLARET B G,1,1,1/1/1882,1/1/1882,1,2
83622,PONTET CANET CLARET B F,1,1,1/1/1882,1/1/1882,1,2
83623,CHATEAU LEOVILLE CLARET B G,1,1,1/1/1882,1/1/1882,3,3
83624,CHATEAU LATOUR,1,1,1/1/1882,1/1/1882,4,4
83626,LA TOUR BLANCE,1,1,1/1/1882,1/1/1882,2.5,2.5
83627,MCMULLAN BASS ALES,1,1,1/1/1882,1/1/1882,0.35,0.35
83628,GINGER ALE IMPORTED,3,3,1/1/1882,1/1/1882,0.25,0.25
83629,MILWAUKEE BEER HOLLENDER,1,1,1/1/1882,1/1/1882,0.25,0.25
83631,SELTERS SCHULTZS,1,1,1/1/1882,1/1/1882,0.25,0.4
83632,VICHY SCHULTZS,1,1,1/1/1882,1/1/1882,0.25,0.4
83633,IMPORTED SODA ROSSS,1,1,1/1/1882,1/1/1882,0.25,0.25
1983,ANCHOVY TOAST,107,112,1/1/1858,1/1/1937,0.15,25
1970,SNIPE,73,73,1/1/1858,1/1/1937,0.5,75
21323,SADDLES OF MUTTON,45,45,1/1/1865,1/1/1937,0.45,0.8
46475,CLICQUOT,7,7,1/1/1865,1/1/1937,2,8.5
73836,PEMARTIN AMONTILLADO,6,6,1/1/1865,1/1/1937,4,4
15425,BOILED SALMON EGG SAUCE,9,9,1/1/1873,1/1/1937,0.6,0.6
1761,MALLARD DUCK,313,335,1/1/1880,1/1/1937,0.13,400
9203,SUGARCURED HAM,23,23,1/1/1882,1/1/1937,0.4,1.15
760,ST JULIEN SUPERIEUR,7,8,1/1/1886,1/1/1937,0.5,3.5
